Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-10463,2024-03-04,2024-03-11,Standard Class,Home Office,West,Oregon,Office Supplies,Art,5.5,1,0.1,1.04
ORD-10464,2025-02-16,2025-02-23,Standard Class,Corporate,West,Arizona,Office Supplies,Paper,25.81,5,0.0,7.23
ORD-10465,2023-12-06,2023-12-12,Standard Class,Consumer,West,Oregon,Office Supplies,Storage,1785.76,8,0.2,178.58
ORD-10466,2025-10-13,2025-10-19,Standard Class,Consumer,East,Virginia,Office Supplies,Storage,887.79,4,0.0,248.58
ORD-10467,2025-08-09,2025-08-15,Standard Class,Consumer,West,Washington,Office Supplies,Binders,174.66,8,0.2,17.47
ORD-10468,2023-05-14,2023-05-16,First Class,Home Office,West,Nevada,Office Supplies,Fasteners,7.65,1,0.0,2.14
ORD-10469,2023-06-28,2023-07-05,Standard Class,Consumer,Central,Texas,Office Supplies,Paper,148.08,7,0.15,21.47
ORD-10470,2025-06-22,2025-06-29,Standard Class,Consumer,East,New York,Office Supplies,Fasteners,197.89,8,0.4,-15.83
ORD-10471,2023-06-24,2023-06-30,Standard Class,Consumer,Central,Wisconsin,Furniture,Tables,736.35,2,0.1,22.09
ORD-10472,2024-01-09,2024-01-15,Standard Class,Consumer,Central,Wisconsin,Office Supplies,Storage,189.46,2,0.3,1.89
ORD-10473,2024-11-29,2024-12-03,Second Class,Corporate,West,California,Office Supplies,Fasteners,25.92,4,0.2,2.59
ORD-10474,2023-10-21,2023-10-27,Standard Class,Consumer,South,North Carolina,Technology,Accessories,109.79,3,0.1,14.27
ORD-10475,2023-08-02,2023-08-08,Standard Class,Home Office,Central,Michigan,Office Supplies,Art,318.34,8,0.0,89.14
ORD-10476,2024-05-05,2024-05-12,Standard Class,Home Office,East,Virginia,Office Supplies,Storage,1449.33,8,0.0,405.81
ORD-10477,2024-03-10,2024-03-17,Standard Class,Corporate,Central,Texas,Office Supplies,Art,37.06,3,0.2,3.71
ORD-10478,2023-12-09,2023-12-16,Standard Class,Corporate,East,Massachusetts,Office Supplies,Binders,96.77,2,0.1,18.39
ORD-10479,2025-10-17,2025-10-22,Second Class,Consumer,West,Arizona,Furniture,Chairs,500.17,6,0.3,-75.03
ORD-10480,2025-06-11,2025-06-14,First Class,Corporate,West,Oregon,Furniture,Tables,641.84,3,0.15,-9.63
ORD-10481,2024-12-23,2024-12-29,Standard Class,Consumer,East,New York,Technology,Accessories,973.9,8,0.1,126.61
ORD-10482,2023-12-11,2023-12-17,Standard Class,Consumer,Central,Ohio,Furniture,Furnishings,264.67,7,0.0,31.76
ORD-10483,2025-01-25,2025-01-30,Second Class,Consumer,Central,Wisconsin,Furniture,Tables,1818.45,2,0.1,54.55
ORD-10484,2023-09-29,2023-10-03,Second Class,Consumer,East,Massachusetts,Office Supplies,Binders,41.2,2,0.4,-3.3
ORD-10485,2024-09-08,2024-09-13,Second Class,Corporate,West,Nevada,Office Supplies,Paper,100.14,4,0.5,-17.02
ORD-10486,2024-07-02,2024-07-09,Standard Class,Consumer,Central,Texas,Technology,Machines,20844.1,8,0.1,2709.73
ORD-10487,2023-07-16,2023-07-22,Standard Class,Corporate,South,Florida,Office Supplies,Labels,112.93,6,0.0,31.62
ORD-10488,2024-11-28,2024-12-04,Standard Class,Consumer,West,Washington,Furniture,Bookcases,3857.84,7,0.15,-57.87
ORD-10489,2023-08-04,2023-08-10,Standard Class,Corporate,East,Massachusetts,Office Supplies,Storage,842.3,6,0.2,84.23
ORD-10490,2023-11-01,2023-11-05,Second Class,Consumer,East,New York,Furniture,Tables,8078.75,7,0.0,969.45
ORD-10491,2024-06-29,2024-07-06,Standard Class,Consumer,South,North Carolina,Office Supplies,Paper,88.7,5,0.3,0.89
ORD-10492,2025-06-12,2025-06-17,Second Class,Home Office,West,Washington,Office Supplies,Binders,123.46,3,0.1,23.46
ORD-10493,2023-06-28,2023-07-05,Standard Class,Home Office,West,Oregon,Technology,Phones,4411.78,7,0.2,176.47
ORD-10494,2023-08-25,2023-08-26,Same Day,Corporate,East,New Jersey,Office Supplies,Fasteners,23.41,3,0.15,3.39
ORD-10495,2024-11-20,2024-11-22,First Class,Consumer,South,Florida,Office Supplies,Binders,99.54,2,0.1,18.91
ORD-10496,2024-03-22,2024-03-29,Standard Class,Consumer,Central,Texas,Office Supplies,Storage,1098.96,6,0.1,208.8
ORD-10497,2025-11-16,2025-11-22,Standard Class,Consumer,Central,Texas,Office Supplies,Fasteners,156.71,7,0.0,43.88
ORD-10498,2025-01-22,2025-01-24,First Class,Corporate,South,North Carolina,Furniture,Furnishings,520.3,8,0.5,-171.7
ORD-10499,2025-07-09,2025-07-16,Standard Class,Corporate,South,Tennessee,Furniture,Tables,7517.37,7,0.0,902.08
ORD-10500,2025-11-11,2025-11-17,Standard Class,Consumer,West,Oregon,Office Supplies,Fasteners,57.74,5,0.1,10.97
ORD-10501,2025-05-11,2025-05-18,Standard Class,Corporate,South,Georgia,Office Supplies,Paper,16.97,4,0.1,3.22
ORD-10502,2023-09-22,2023-09-24,First Class,Consumer,East,New York,Office Supplies,Binders,35.53,1,0.1,6.75
ORD-10503,2023-08-04,2023-08-11,Standard Class,Consumer,South,Georgia,Furniture,Chairs,3190.94,7,0.1,95.73
ORD-10504,2023-11-14,2023-11-19,Second Class,Consumer,East,Pennsylvania,Office Supplies,Paper,23.95,4,0.3,0.24
ORD-10505,2023-10-22,2023-10-28,Standard Class,Consumer,West,Washington,Office Supplies,Paper,15.21,1,0.1,2.89
ORD-10506,2024-08-04,2024-08-11,Standard Class,Home Office,East,Pennsylvania,Office Supplies,Paper,28.12,7,0.1,5.34
ORD-10507,2024-11-21,2024-11-24,First Class,Home Office,Central,Michigan,Furniture,Bookcases,444.06,1,0.0,53.29
ORD-10508,2024-09-02,2024-09-09,Standard Class,Consumer,East,New Jersey,Office Supplies,Storage,118.48,1,0.0,33.17
ORD-10509,2023-05-02,2023-05-08,Standard Class,Home Office,East,New Jersey,Office Supplies,Paper,154.08,6,0.0,43.14
ORD-10510,2025-06-15,2025-06-18,First Class,Home Office,East,New York,Office Supplies,Storage,190.09,2,0.3,1.9
ORD-10511,2025-04-27,2025-05-04,Standard Class,Consumer,South,Alabama,Office Supplies,Art,122.41,6,0.0,34.27
ORD-10512,2025-03-24,2025-03-30,Standard Class,Consumer,Central,Illinois,Office Supplies,Art,104.83,4,0.0,29.35
ORD-10513,2023-05-09,2023-05-16,Standard Class,Corporate,East,New Jersey,Office Supplies,Art,263.0,8,0.1,49.97
ORD-10514,2025-03-04,2025-03-10,Standard Class,Consumer,West,Washington,Office Supplies,Paper,60.67,7,0.4,-4.85
ORD-10515,2025-03-16,2025-03-22,Standard Class,Home Office,West,Arizona,Office Supplies,Paper,23.61,1,0.1,4.49
ORD-10516,2024-05-29,2024-06-03,Second Class,Consumer,East,Virginia,Furniture,Chairs,314.15,1,0.3,-47.12
ORD-10517,2023-08-14,2023-08-17,First Class,Home Office,Central,Illinois,Office Supplies,Art,190.73,7,0.15,27.66
ORD-10518,2024-07-06,2024-07-13,Standard Class,Consumer,South,Tennessee,Office Supplies,Paper,72.95,4,0.15,10.58
ORD-10519,2023-01-13,2023-01-19,Standard Class,Corporate,East,New Jersey,Office Supplies,Paper,31.46,4,0.1,5.98
ORD-10520,2023-02-10,2023-02-14,Second Class,Consumer,West,Nevada,Office Supplies,Paper,180.66,8,0.0,50.58
ORD-10521,2023-04-27,2023-04-30,First Class,Consumer,East,New York,Furniture,Bookcases,2280.42,8,0.0,273.65
ORD-10522,2024-05-10,2024-05-17,Standard Class,Corporate,South,Georgia,Technology,Copiers,599.53,1,0.0,131.9
ORD-10523,2024-07-12,2024-07-14,First Class,Consumer,South,Georgia,Furniture,Furnishings,573.15,4,0.1,17.19
ORD-10524,2023-06-03,2023-06-10,Standard Class,Consumer,West,Arizona,Office Supplies,Storage,80.07,2,0.1,15.21
ORD-10525,2025-04-10,2025-04-16,Standard Class,Home Office,South,Georgia,Technology,Accessories,118.1,1,0.1,15.35
ORD-10526,2025-04-01,2025-04-04,First Class,Consumer,East,Pennsylvania,Technology,Accessories,297.81,4,0.2,11.91
ORD-10527,2025-12-30,2026-01-03,Second Class,Consumer,East,New York,Office Supplies,Labels,62.13,6,0.15,9.01
ORD-10528,2024-04-03,2024-04-10,Standard Class,Consumer,West,Washington,Office Supplies,Labels,26.55,3,0.4,-2.12
ORD-10529,2025-09-22,2025-09-29,Standard Class,Home Office,East,New York,Office Supplies,Fasteners,24.55,2,0.1,4.66
ORD-10530,2025-06-17,2025-06-23,Standard Class,Consumer,West,California,Office Supplies,Art,123.34,4,0.2,12.33
ORD-10531,2023-10-05,2023-10-12,Standard Class,Home Office,Central,Illinois,Office Supplies,Art,166.18,6,0.1,31.57
ORD-10532,2024-07-18,2024-07-24,Standard Class,Corporate,East,New Jersey,Furniture,Furnishings,777.82,6,0.0,93.34
ORD-10533,2023-04-03,2023-04-10,Standard Class,Corporate,West,Oregon,Technology,Phones,3253.07,5,0.0,715.68
ORD-10534,2025-11-03,2025-11-06,First Class,Corporate,West,Arizona,Office Supplies,Paper,63.02,3,0.0,17.65
ORD-10535,2025-02-18,2025-02-24,Standard Class,Consumer,South,Tennessee,Technology,Phones,918.65,6,0.2,36.75
ORD-10536,2023-11-26,2023-12-01,Second Class,Corporate,Central,Wisconsin,Technology,Machines,4474.73,2,0.0,984.44
ORD-10537,2025-01-09,2025-01-14,Second Class,Corporate,West,Arizona,Office Supplies,Binders,52.5,2,0.0,14.7
ORD-10538,2024-04-22,2024-04-28,Standard Class,Consumer,South,Tennessee,Office Supplies,Fasteners,115.49,6,0.1,21.94
ORD-10539,2024-01-13,2024-01-18,Second Class,Consumer,South,Florida,Furniture,Furnishings,108.48,2,0.3,-16.27
ORD-10540,2023-02-08,2023-02-15,Standard Class,Consumer,Central,Illinois,Office Supplies,Labels,56.62,5,0.0,15.85
ORD-10541,2024-06-27,2024-07-04,Standard Class,Consumer,East,Pennsylvania,Technology,Copiers,1445.35,2,0.1,187.9
ORD-10542,2023-09-15,2023-09-22,Standard Class,Corporate,Central,Ohio,Office Supplies,Labels,104.6,7,0.1,19.87
ORD-10543,2023-11-05,2023-11-12,Standard Class,Consumer,West,Arizona,Office Supplies,Fasteners,102.22,6,0.0,28.62
ORD-10544,2025-07-03,2025-07-04,Same Day,Home Office,East,New York,Technology,Accessories,64.07,1,0.0,14.1
ORD-10545,2023-02-26,2023-03-05,Standard Class,Consumer,East,New Jersey,Furniture,Furnishings,697.25,5,0.0,83.67
ORD-10546,2024-10-29,2024-11-05,Standard Class,Consumer,Central,Wisconsin,Office Supplies,Paper,67.59,4,0.3,0.68
ORD-10547,2023-11-25,2023-11-30,Second Class,Consumer,East,Massachusetts,Technology,Copiers,11057.74,7,0.1,1437.51
ORD-10548,2024-09-30,2024-10-02,First Class,Corporate,West,Arizona,Office Supplies,Labels,53.84,7,0.0,15.08
ORD-10549,2024-02-25,2024-03-02,Standard Class,Consumer,Central,Ohio,Office Supplies,Binders,59.66,4,0.15,8.65
ORD-10550,2023-03-09,2023-03-10,Same Day,Consumer,East,Virginia,Furniture,Tables,6898.2,6,0.2,-413.89
ORD-10551,2025-01-25,2025-02-01,Standard Class,Consumer,Central,Wisconsin,Office Supplies,Binders,31.77,4,0.1,6.04
ORD-10552,2025-12-01,2025-12-04,First Class,Consumer,Central,Ohio,Office Supplies,Paper,32.36,2,0.0,9.06
ORD-10553,2024-02-03,2024-02-07,Second Class,Consumer,East,New York,Technology,Accessories,48.91,1,0.0,10.76
ORD-10554,2023-04-11,2023-04-11,Same Day,Consumer,East,New Jersey,Technology,Copiers,2955.4,1,0.1,384.2
ORD-10555,2024-03-04,2024-03-07,First Class,Consumer,Central,Wisconsin,Office Supplies,Paper,93.67,4,0.1,17.8
ORD-10556,2023-09-08,2023-09-14,Standard Class,Home Office,Central,Illinois,Office Supplies,Binders,25.15,2,0.0,7.04
ORD-10557,2023-07-18,2023-07-24,Standard Class,Corporate,South,Georgia,Office Supplies,Fasteners,11.35,3,0.1,2.16
ORD-10558,2025-08-17,2025-08-20,First Class,Corporate,West,Oregon,Office Supplies,Paper,131.01,7,0.2,13.1
ORD-10559,2024-12-08,2024-12-12,Second Class,Corporate,East,Massachusetts,Technology,Machines,1545.57,1,0.0,340.03
ORD-10560,2025-10-06,2025-10-12,Standard Class,Home Office,South,Georgia,Furniture,Furnishings,267.97,5,0.0,32.16
ORD-10561,2024-03-03,2024-03-09,Standard Class,Consumer,South,Alabama,Office Supplies,Art,156.26,4,0.0,43.75
ORD-10562,2024-11-21,2024-11-27,Standard Class,Home Office,East,Pennsylvania,Office Supplies,Binders,66.06,5,0.1,12.55
ORD-10563,2024-04-23,2024-04-28,Second Class,Home Office,West,Nevada,Office Supplies,Binders,21.23,5,0.0,5.94
ORD-10564,2023-04-05,2023-04-08,First Class,Consumer,Central,Ohio,Furniture,Chairs,2381.66,6,0.1,71.45
ORD-10565,2023-01-25,2023-01-28,First Class,Consumer,South,Georgia,Furniture,Chairs,1378.63,4,0.1,41.36
ORD-10566,2025-01-14,2025-01-21,Standard Class,Corporate,West,Arizona,Office Supplies,Binders,179.79,3,0.2,17.98
ORD-10567,2024-01-08,2024-01-14,Standard Class,Corporate,West,Arizona,Office Supplies,Labels,141.23,8,0.4,-11.3
ORD-10568,2025-02-26,2025-02-28,First Class,Consumer,East,New York,Technology,Accessories,236.67,2,0.4,-33.13
ORD-10569,2024-02-28,2024-03-03,Second Class,Consumer,West,Washington,Office Supplies,Paper,32.29,3,0.0,9.04
ORD-10570,2025-12-16,2025-12-22,Standard Class,Home Office,West,California,Office Supplies,Binders,147.88,8,0.15,21.44
ORD-10571,2025-07-08,2025-07-11,First Class,Home Office,Central,Texas,Furniture,Bookcases,1363.31,4,0.0,163.6
ORD-10572,2025-08-15,2025-08-17,First Class,Consumer,Central,Ohio,Office Supplies,Binders,91.57,2,0.0,25.64
ORD-10573,2025-04-01,2025-04-07,Standard Class,Home Office,East,Pennsylvania,Office Supplies,Storage,260.37,5,0.0,72.9
ORD-10574,2024-06-30,2024-07-07,Standard Class,Consumer,Central,Michigan,Office Supplies,Storage,1481.43,8,0.4,-118.51
ORD-10575,2025-03-26,2025-03-29,First Class,Corporate,West,Nevada,Office Supplies,Art,48.7,3,0.0,13.64
ORD-10576,2024-01-15,2024-01-22,Standard Class,Home Office,West,Nevada,Office Supplies,Art,152.79,4,0.0,42.78
ORD-10577,2024-05-17,2024-05-23,Standard Class,Consumer,East,Pennsylvania,Technology,Copiers,1798.9,1,0.2,71.96
ORD-10578,2024-05-29,2024-06-03,Second Class,Corporate,Central,Illinois,Office Supplies,Art,174.31,6,0.2,17.43
ORD-10579,2024-08-22,2024-08-28,Standard Class,Consumer,Central,Ohio,Office Supplies,Labels,47.23,4,0.0,13.22
ORD-10580,2025-08-12,2025-08-16,Second Class,Consumer,East,New Jersey,Office Supplies,Storage,312.26,6,0.5,-53.08
ORD-10581,2025-04-25,2025-04-29,Second Class,Consumer,South,Florida,Office Supplies,Art,100.64,5,0.3,1.01
ORD-10582,2023-06-20,2023-06-26,Standard Class,Consumer,East,New York,Office Supplies,Paper,13.06,4,0.0,3.66
ORD-10583,2024-11-23,2024-11-29,Standard Class,Home Office,Central,Ohio,Office Supplies,Labels,101.31,7,0.0,28.37
ORD-10584,2024-06-06,2024-06-11,Second Class,Consumer,Central,Illinois,Office Supplies,Labels,16.3,8,0.0,4.56
ORD-10585,2024-03-22,2024-03-29,Standard Class,Corporate,South,Georgia,Furniture,Tables,3108.66,5,0.0,373.04
ORD-10586,2025-01-19,2025-01-26,Standard Class,Consumer,Central,Illinois,Furniture,Bookcases,2401.75,6,0.2,-144.11
ORD-10587,2023-05-13,2023-05-17,Second Class,Consumer,East,Massachusetts,Technology,Phones,700.06,1,0.1,91.01
ORD-10588,2023-08-13,2023-08-20,Standard Class,Home Office,South,Alabama,Office Supplies,Paper,58.66,4,0.2,5.87
ORD-10589,2024-10-21,2024-10-28,Standard Class,Consumer,West,Oregon,Office Supplies,Storage,917.81,4,0.3,9.18
ORD-10590,2025-01-07,2025-01-13,Standard Class,Corporate,Central,Illinois,Office Supplies,Labels,22.02,5,0.4,-1.76
ORD-10591,2025-06-12,2025-06-18,Standard Class,Consumer,South,Georgia,Technology,Machines,5968.51,3,0.1,775.91
ORD-10592,2025-12-05,2025-12-12,Standard Class,Home Office,Central,Wisconsin,Office Supplies,Storage,499.05,7,0.5,-84.84
ORD-10593,2025-12-02,2025-12-05,First Class,Corporate,West,Oregon,Office Supplies,Storage,1186.8,7,0.2,118.68
ORD-10594,2023-08-18,2023-08-24,Standard Class,Consumer,Central,Ohio,Office Supplies,Paper,8.98,2,0.1,1.71
ORD-10595,2025-10-02,2025-10-09,Standard Class,Consumer,South,Georgia,Furniture,Chairs,1665.65,3,0.1,49.97
ORD-10596,2023-09-16,2023-09-23,Standard Class,Corporate,Central,Wisconsin,Furniture,Bookcases,656.66,3,0.0,78.8
ORD-10597,2023-12-24,2023-12-31,Standard Class,Consumer,Central,Wisconsin,Furniture,Chairs,926.3,2,0.0,111.16
ORD-10598,2025-02-26,2025-03-05,Standard Class,Corporate,South,Florida,Furniture,Tables,4063.01,5,0.2,-243.78
ORD-10599,2025-06-04,2025-06-10,Standard Class,Consumer,South,Georgia,Furniture,Chairs,2829.73,6,0.0,339.57
ORD-10600,2024-05-25,2024-05-31,Standard Class,Home Office,West,California,Furniture,Chairs,927.42,5,0.0,111.29
ORD-10601,2025-12-01,2025-12-08,Standard Class,Consumer,East,Pennsylvania,Technology,Copiers,15221.16,5,0.3,-761.06
ORD-10602,2023-03-08,2023-03-13,Second Class,Consumer,East,Pennsylvania,Technology,Phones,231.6,2,0.0,50.95
ORD-10603,2024-07-30,2024-08-03,Second Class,Corporate,Central,Wisconsin,Technology,Copiers,11157.91,4,0.3,-557.9
ORD-10604,2025-08-17,2025-08-18,Same Day,Consumer,East,New York,Furniture,Tables,2693.49,3,0.0,323.22
ORD-10605,2023-08-31,2023-09-07,Standard Class,Consumer,West,Arizona,Office Supplies,Art,102.24,8,0.0,28.63
ORD-10606,2025-09-04,2025-09-07,First Class,Consumer,South,Florida,Office Supplies,Art,62.04,3,0.0,17.37
ORD-10607,2023-06-25,2023-06-27,First Class,Consumer,East,Pennsylvania,Office Supplies,Art,28.6,2,0.0,8.01
ORD-10608,2023-02-05,2023-02-09,Second Class,Corporate,West,Nevada,Furniture,Bookcases,2526.98,8,0.0,303.24
ORD-10609,2023-03-09,2023-03-16,Standard Class,Corporate,Central,Illinois,Office Supplies,Storage,943.69,5,0.0,264.23
ORD-10610,2023-02-08,2023-02-12,Second Class,Consumer,West,Washington,Office Supplies,Labels,23.72,4,0.15,3.44
ORD-10611,2023-06-25,2023-07-02,Standard Class,Consumer,West,Arizona,Furniture,Tables,5956.03,5,0.0,714.72
ORD-10612,2023-05-20,2023-05-24,Second Class,Home Office,East,New York,Office Supplies,Art,14.63,1,0.2,1.46
ORD-10613,2025-07-17,2025-07-22,Second Class,Consumer,East,Massachusetts,Technology,Machines,14166.96,5,0.3,-708.35
ORD-10614,2023-12-01,2023-12-07,Standard Class,Consumer,West,California,Furniture,Bookcases,2331.47,8,0.2,-139.89
ORD-10615,2023-11-16,2023-11-19,First Class,Consumer,East,Pennsylvania,Office Supplies,Fasteners,49.07,2,0.1,9.32
ORD-10616,2025-12-11,2025-12-17,Standard Class,Home Office,West,Washington,Furniture,Bookcases,1065.15,4,0.1,31.95
ORD-10617,2024-06-25,2024-07-02,Standard Class,Corporate,West,Washington,Technology,Phones,102.5,1,0.0,22.55
ORD-10618,2025-01-12,2025-01-19,Standard Class,Consumer,East,New Jersey,Furniture,Chairs,3541.92,6,0.1,106.26
ORD-10619,2023-02-27,2023-03-06,Standard Class,Consumer,West,California,Office Supplies,Art,260.22,8,0.1,49.44
ORD-10620,2023-01-26,2023-01-30,Second Class,Consumer,Central,Ohio,Office Supplies,Fasteners,46.17,3,0.5,-7.85
ORD-10621,2025-09-12,2025-09-19,Standard Class,Consumer,South,Alabama,Technology,Copiers,3640.97,2,0.0,801.01
ORD-10622,2025-04-04,2025-04-06,First Class,Consumer,West,Nevada,Office Supplies,Paper,61.61,5,0.0,17.25
ORD-10623,2023-01-27,2023-02-01,Second Class,Corporate,South,Tennessee,Office Supplies,Storage,175.86,8,0.15,25.5
ORD-10624,2025-03-01,2025-03-07,Standard Class,Consumer,East,Pennsylvania,Office Supplies,Storage,221.94,1,0.0,62.14
ORD-10625,2024-11-03,2024-11-09,Standard Class,Consumer,Central,Michigan,Furniture,Bookcases,2271.57,6,0.2,-136.29
ORD-10626,2025-01-22,2025-01-29,Standard Class,Corporate,East,New Jersey,Technology,Phones,1792.6,2,0.1,233.04
ORD-10627,2023-03-11,2023-03-16,Second Class,Consumer,East,Pennsylvania,Office Supplies,Art,82.12,7,0.0,22.99
ORD-10628,2023-09-08,2023-09-12,Second Class,Corporate,East,Pennsylvania,Office Supplies,Paper,140.54,5,0.1,26.7
ORD-10629,2025-04-17,2025-04-19,First Class,Home Office,West,Washington,Technology,Accessories,757.97,7,0.0,166.75
ORD-10630,2025-08-22,2025-08-28,Standard Class,Corporate,East,New York,Office Supplies,Art,83.04,3,0.0,23.25
ORD-10631,2023-12-22,2023-12-28,Standard Class,Home Office,Central,Wisconsin,Office Supplies,Labels,74.59,8,0.0,20.89
ORD-10632,2023-03-05,2023-03-11,Standard Class,Consumer,Central,Wisconsin,Office Supplies,Paper,223.81,8,0.3,2.24
ORD-10633,2025-04-12,2025-04-14,First Class,Corporate,East,Pennsylvania,Furniture,Tables,6660.95,8,0.15,-99.91
ORD-10634,2025-10-11,2025-10-16,Second Class,Home Office,Central,Illinois,Furniture,Bookcases,740.39,2,0.0,88.85
ORD-10635,2023-10-29,2023-11-01,First Class,Home Office,West,Nevada,Furniture,Furnishings,281.3,7,0.2,-16.88
ORD-10636,2023-04-25,2023-04-26,Same Day,Consumer,South,Alabama,Furniture,Bookcases,2501.48,7,0.1,75.04
ORD-10637,2024-11-22,2024-11-28,Standard Class,Consumer,East,New Jersey,Office Supplies,Storage,156.94,5,0.2,15.69
ORD-10638,2025-01-06,2025-01-12,Standard Class,Consumer,South,Tennessee,Office Supplies,Paper,47.34,2,0.1,8.99
ORD-10639,2024-11-27,2024-12-01,Second Class,Consumer,West,Arizona,Furniture,Tables,3471.42,5,0.1,104.14
ORD-10640,2024-05-22,2024-05-29,Standard Class,Home Office,West,Nevada,Office Supplies,Fasteners,175.43,8,0.1,33.33
ORD-10641,2024-10-10,2024-10-17,Standard Class,Consumer,West,Nevada,Technology,Copiers,5085.34,8,0.0,1118.77
ORD-10642,2023-06-18,2023-06-25,Standard Class,Corporate,Central,Illinois,Office Supplies,Art,41.91,5,0.0,11.73
ORD-10643,2025-01-26,2025-02-02,Standard Class,Consumer,South,Florida,Furniture,Tables,4791.35,8,0.0,574.96
ORD-10644,2024-08-11,2024-08-14,First Class,Home Office,Central,Texas,Office Supplies,Binders,117.24,5,0.0,32.83
ORD-10645,2025-09-21,2025-09-28,Standard Class,Home Office,East,New York,Office Supplies,Labels,45.21,3,0.0,12.66
ORD-10646,2023-08-10,2023-08-10,Same Day,Corporate,East,Massachusetts,Office Supplies,Storage,180.35,2,0.0,50.5
ORD-10647,2025-03-19,2025-03-26,Standard Class,Corporate,West,Oregon,Office Supplies,Binders,123.97,3,0.0,34.71
ORD-10648,2025-02-07,2025-02-13,Standard Class,Corporate,East,Massachusetts,Office Supplies,Fasteners,69.81,6,0.0,19.55
ORD-10649,2025-09-17,2025-09-23,Standard Class,Corporate,West,Washington,Technology,Machines,15889.89,6,0.2,635.6
ORD-10650,2023-10-15,2023-10-22,Standard Class,Corporate,West,California,Furniture,Furnishings,852.76,6,0.2,-51.17
ORD-10651,2023-02-22,2023-03-01,Standard Class,Home Office,East,Pennsylvania,Office Supplies,Art,183.01,6,0.0,51.24
ORD-10652,2024-11-07,2024-11-09,First Class,Corporate,West,Oregon,Office Supplies,Storage,383.54,7,0.15,55.61
ORD-10653,2025-06-01,2025-06-07,Standard Class,Consumer,South,North Carolina,Furniture,Furnishings,647.48,6,0.15,-9.71
ORD-10654,2025-06-23,2025-06-25,First Class,Consumer,East,Pennsylvania,Office Supplies,Fasteners,82.69,6,0.1,15.71
ORD-10655,2025-11-04,2025-11-10,Standard Class,Corporate,West,Nevada,Furniture,Furnishings,105.2,1,0.2,-6.31
ORD-10656,2024-06-04,2024-06-10,Standard Class,Consumer,Central,Wisconsin,Office Supplies,Labels,71.99,4,0.1,13.68
ORD-10657,2023-08-02,2023-08-09,Standard Class,Corporate,South,Alabama,Office Supplies,Binders,18.32,3,0.0,5.13
ORD-10658,2024-10-15,2024-10-22,Standard Class,Corporate,Central,Michigan,Office Supplies,Labels,40.47,7,0.0,11.33
ORD-10659,2025-09-01,2025-09-07,Standard Class,Consumer,West,Oregon,Furniture,Furnishings,199.99,2,0.5,-66.0
ORD-10660,2025-01-15,2025-01-21,Standard Class,Home Office,Central,Texas,Technology,Copiers,20314.95,7,0.3,-1015.75
ORD-10661,2023-04-10,2023-04-16,Standard Class,Consumer,Central,Illinois,Office Supplies,Paper,134.98,5,0.1,25.65
ORD-10662,2024-04-20,2024-04-26,Standard Class,Consumer,West,Washington,Office Supplies,Binders,332.45,7,0.2,33.24
ORD-10663,2025-05-25,2025-05-31,Standard Class,Home Office,Central,Illinois,Office Supplies,Binders,143.91,4,0.0,40.29
ORD-10664,2024-01-01,2024-01-06,Second Class,Home Office,East,Pennsylvania,Office Supplies,Storage,769.02,7,0.3,7.69
ORD-10665,2025-03-03,2025-03-09,Standard Class,Consumer,East,Pennsylvania,Furniture,Bookcases,2354.33,4,0.0,282.52
ORD-10666,2025-01-21,2025-01-28,Standard Class,Consumer,South,North Carolina,Office Supplies,Art,197.56,7,0.5,-33.59
ORD-10667,2024-01-14,2024-01-21,Standard Class,Consumer,East,New Jersey,Technology,Copiers,11793.78,3,0.0,2594.63
ORD-10668,2025-10-26,2025-10-29,First Class,Consumer,Central,Illinois,Technology,Copiers,4983.86,4,0.15,423.63
ORD-10669,2025-06-12,2025-06-17,Second Class,Corporate,East,Virginia,Office Supplies,Binders,226.67,8,0.3,2.27
ORD-10670,2025-02-02,2025-02-07,Second Class,Consumer,South,Georgia,Technology,Accessories,282.99,4,0.15,24.05
ORD-10671,2025-04-01,2025-04-03,First Class,Consumer,West,Washington,Office Supplies,Storage,991.04,6,0.0,277.49
ORD-10672,2024-03-19,2024-03-21,First Class,Corporate,East,Pennsylvania,Office Supplies,Fasteners,139.41,8,0.0,39.03
ORD-10673,2023-08-27,2023-09-03,Standard Class,Consumer,Central,Wisconsin,Office Supplies,Storage,137.19,1,0.0,38.41
ORD-10674,2024-09-21,2024-09-28,Standard Class,Home Office,East,New York,Office Supplies,Binders,16.54,1,0.2,1.65
ORD-10675,2025-03-13,2025-03-19,Standard Class,Consumer,East,Pennsylvania,Office Supplies,Fasteners,75.58,6,0.15,10.96
ORD-10676,2023-07-11,2023-07-13,First Class,Corporate,Central,Ohio,Technology,Phones,883.0,1,0.0,194.26
ORD-10677,2024-03-14,2024-03-16,First Class,Corporate,West,Oregon,Technology,Copiers,7667.17,2,0.4,-1073.4
ORD-10678,2024-04-07,2024-04-13,Standard Class,Consumer,West,Nevada,Office Supplies,Art,231.2,7,0.0,64.74
ORD-10679,2024-09-12,2024-09-18,Standard Class,Corporate,South,Tennessee,Office Supplies,Fasteners,34.08,5,0.2,3.41
ORD-10680,2024-02-26,2024-03-02,Second Class,Home Office,South,Georgia,Office Supplies,Binders,278.59,7,0.1,52.93
